REG_CITY_NOT_LIVE_CITY,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,ORGANIZATION_TYPE_Self_employed,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,FLOORSMAX_AVG,APPROVED_RATE_DOWN_PAYMENT_MAX,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,PREV_AMT_APPLICATION_MIN,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_AMT_GOODS_PRICE_MIN,BURO_CREDIT_TYPE_Mortgage_MEAN,PREV_PRODUCT_COMBINATION_Card_Street_MEAN,NAME_CONTRACT_TYPE_Revolving_loans,PREV_NAME_PORTFOLIO_POS_MEAN,BURO_DAYS_CREDIT_VAR,AMT_REQ_CREDIT_BUREAU_QRT,OBS_30_CNT_SOCIAL_CIRCLE,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,APPROVED_APP_CREDIT_PERC_MAX,APPROVED_HOUR_APPR_PROCESS_START_MAX,INSTAL_PAYMENT_DIFF_MAX,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,DEF_30_CNT_SOCIAL_CIRCLE,PREV_DAYS_DECISION_MEAN,CLOSED_DAYS_CREDIT_VAR,PREV_CNT_PAYMENT_SUM,POS_NAME_CONTRACT_STATUS_Active_MEAN,PREV_NAME_YIELD_GROUP_XNA_MEAN,PREV_PRODUCT_COMBINATION_Cash_X_Sell__low_MEAN,TOTALAREA_MODE,INCOME_PER_PERSON,PREV_NAME_YIELD_GROUP_low_action_MEAN,FLAG_DOCUMENT_3,BURO_DAYS_CREDIT_UPDATE_MEAN,PREV_CHANNEL_TYPE_AP___Cash_loan__MEAN,INSTAL_DPD_MAX,BURO_MONTHS_BALANCE_SIZE_SUM,FLAG_OWN_CAR,BURO_DAYS_CREDIT_ENDDATE_MIN,YEARS_BEGINEXPLUATATION_MEDI,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_ENDDATE_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,NAME_FAMILY_STATUS_Married,REGION_RATING_CLIENT_W_CITY,INSTAL_PAYMENT_PERC_MEAN,INSTAL_DBD_MEAN,ACTIVE_DAYS_CREDIT_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_DBD_MAX,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,PREV_APP_CREDIT_PERC_VAR,PREV_AMT_ANNUITY_MIN,BURO_CREDIT_ACTIVE_Closed_MEAN,INSTAL_DBD_SUM,INSTAL_DAYS_ENTRY_PAYMENT_SUM,ACTIVE_AMT_CREDIT_SUM_MEAN,CLOSED_DAYS_CREDIT_ENDDATE_MAX,DAYS_LAST_PHONE_CHANGE,PREV_DAYS_DECISION_MAX,INSTAL_PAYMENT_DIFF_MEAN,DAYS_REGISTRATION,REGION_POPULATION_RELATIVE,APPROVED_AMT_DOWN_PAYMENT_MAX,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,INCOME_CREDIT_PERC,APPROVED_AMT_ANNUITY_MEAN,PREV_APP_CREDIT_PERC_MIN,INSTAL_AMT_PAYMENT_MEAN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,NAME_EDUCATION_TYPE_Higher_education,PREV_DAYS_DECISION_MIN,CLOSED_AMT_CREDIT_SUM_MAX,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,POS_MONTHS_BALANCE_SIZE,APPROVED_CNT_PAYMENT_SUM,POS_SK_DPD_DEF_MAX,PREV_APP_CREDIT_PERC_MEAN,CLOSED_DAYS_CREDIT_MAX,INSTAL_AMT_PAYMENT_MIN,AMT_GOODS_PRICE,CODE_GENDER,ANNUITY_INCOME_PERC,DAYS_ID_PUBLISH,INSTAL_DPD_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,INSTAL_AMT_PAYMENT_SUM,DAYS_EMPLOYED,INSTAL_AMT_INSTALMENT_MAX,PREV_CNT_PAYMENT_MEAN,AMT_ANNUITY,DAYS_BIRTH,PAYMENT_RATE,EXT_SOURCE_3,EXT_SOURCE_2
0,,,0,,0.0417,,,,,,,,0,,,1.0,6.0,,,,,,,1.0,,,,,,,0.0073,78750.0,,1,,,,,0,,0.9712,,,,1,2,,,,,,,,,,,,,,,,-1.0,,,-9763.0,0.0096569999999999,,,0.7834885386819485,,,,,1,,,,,,,,,,,144000.0,1,0.08717142857142857,-4090,,,,-4398.0,,,13729.5,-15872,0.06829781518624642,0.6545292802242897,0.6158357189956484
0,,,0,,0.375,,,,,,,,0,,,2.0,2.0,,,,,,,0.0,,,,,,,0.3388,56250.0,,1,,,,,0,,0.9901,,,,0,2,,,,,,,,,,,,,,,,-397.0,,,-7846.0,0.008575,,,0.21969910011248595,,,,,0,,,,,,,,,,,360000.0,1,0.22252,-2904,,,,-1104.0,,,25033.5,-11144,0.04888744375703037,,0.6273004007953609
0,,0.0,0,0.0,,,0.0,742500.0,,742500.0,,0.0,0,0.0,,2.0,1.0,0.0,0.0,0.8535336292249914,14.0,,0.0,0.0,-161.0,,60.0,,0.0,1.0,,135000.0,0.0,1,,0.0,,,0,,,,,,0,2,,,,,,1.0,0.0,,,25566.75,,,,,,-161.0,-161.0,,-1875.0,0.01885,,,0.3734827264239029,25566.75,0.8535336292249914,,,0,-161.0,,0.0,,,60.0,,0.8535336292249914,,,274500.0,1,0.1189,-3290,,,,-3712.0,,60.0,16051.5,-20035,0.04440709617180205,0.6879328378491735,0.5835381553824132
1,,,0,,0.1667,,,,,,,,0,,,,3.0,,,,,,,0.0,,,,1.0,,,0.0521,45000.0,,1,,,,,0,,0.9806,,,,0,3,,,,,,,,,,,,,,,,-241.0,,,-5594.0,0.018209,,,0.5405405405405406,,,,,0,,,,,1.0,,0.0,,,,166500.0,1,0.1582,-1172,,,,-314.0,,,14238.0,-8483,0.08551351351351351,,0.6941013136516542
0,,,0,,0.3333,,,,,,,,1,,,,0.0,,,,,,,0.0,,,,,,,0.1227,90000.0,,0,,,,,0,,0.9831,,,,0,2,,,,,,,,,,,,,,,,-599.0,,,-4799.0,0.030755,,,0.5,,,,,1,,,,,,,,,,,180000.0,0,0.1,-3015,,,,-1010.0,,,9000.0,-10341,0.05,,0.5027790378786304
0,,,0,,,,,,,,,,0,,,1.0,3.0,,,,,,,1.0,,,,,,,,67500.0,,1,,,,,0,,,,,,1,3,,,,,,,,,,,,,,,,-1713.0,,,-5075.0,0.018209,,,0.12857142857142856,,,,,0,,,,,,,,,,,1575000.0,0,0.21453333333333333,-4219,,,,-556.0,,,43443.0,-13700,0.02758285714285714,0.3689687382528466,0.576677661440656
0,,,0,,0.1667,,,,,,,,0,,,0.0,5.0,,,,,,,0.0,,,,,,,0.0594,28125.0,,0,,,,,0,,0.9776,,,,1,2,,,,,,,,,,,,,,,,-162.0,,,-3208.0,0.025164,,,0.5,,,,,1,,,,,,,,,,,225000.0,1,0.13136,-534,,,,-1222.0,,,14778.0,-11782,0.06568,0.2471909382666521,0.4438217259464415
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,78750.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,-1223.0,,,-8895.0,0.016612,,,0.29621605152466635,,,,,0,,,,,,,,,,,459000.0,0,0.21657142857142858,-5151,,,,-2079.0,,,34110.0,-14816,0.06415193344448487,0.7194907850918436,0.6633143703661989
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,72000.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-2094.0,0.025164,,,0.19068049100226434,,,,,0,,,,,,,,,,,675000.0,0,0.237875,-4268,,,,-2855.0,,,34254.0,-12995,0.04535812179716363,0.6785676886853644,0.4916492436515189
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,3089.970000000001,,0.0,,,,,,,,63000.0,,0,,,0.0,,0,,,,,,1,2,0.8439572226539952,32.0,,3089.970000000001,32.0,,,,,,,32.0,-265.0,,,-1165.0,,3089.970000000001,-2376.0,0.009549,,,0.47784016246565525,,,16712.1,,0,,,,,,,,,,16712.1,238500.0,1,0.208,-2434,0.0,,16712.1,,19802.07,,26208.0,-21613,0.09939075379285629,0.5549467685334323,0.5713305828391398
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,36000.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-1806.0,,,-9081.0,0.019101,,,0.5063291139240507,,,,,0,,,,,,,,,,,112500.0,1,0.1151875,-1678,,,,-1039.0,,,8293.5,-18132,0.05832278481012658,,0.6869846355148185
0,,,0,,,,,,,,,,0,,,,2.0,,,,,,,0.0,,,,,,,,90000.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,0.0,,,-3165.0,0.025164,,,0.31645569620253167,,,,,0,,,,,,,,,,,225000.0,1,0.15515,-987,,,,-2746.0,,,13963.5,-10365,0.049098101265822786,,0.2653117484731741
0,,,0,,0.0417,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,0.0166,157500.0,,1,,,,,0,,0.9742,,,,0,2,,,,,,,,,,,,,,,,-175.0,,,-1732.0,0.028663,,,0.35,,,,,0,,,,,,,,,,,450000.0,1,0.13745714285714286,-1581,,,,-1490.0,,,21649.5,-8934,0.04811,0.4489622731076524,0.4984766243772961
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,103500.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-525.0,,,-10236.0,0.008019,,,0.38315452788698606,,,,,0,,,,,,,,,,,193500.0,1,0.1332608695652174,-4202,,,,,,,13792.5,-21224,0.0510595055640701,0.6127042441012546,0.3802127141537469
0,,,0,,,,,,,,,,0,,,0.0,4.0,,,,,,,0.0,,,,,,,,56250.0,,1,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,-1915.0,,,-9689.0,0.031329,,,0.13466925231631113,,,,,0,,,,,,,,,,,675000.0,0,0.29564,-3465,,,,-2357.0,,,33259.5,-20077,0.03981361775479422,0.4812493411434029,0.1596792335026377
0,,,0,,,,,,,,,,1,,,,0.0,,,,,,,0.0,,,,,,,,135000.0,,0,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,-637.0,,,-10086.0,0.032561,,,0.2,,,,,1,,,,,,,,,,,1350000.0,0,0.25,-2563,,,,-1857.0,,,67500.0,-19054,0.05,,0.7532252597720932
0,,,0,,0.3333,,,,,,,,1,,,,0.0,,,,,,,0.0,,,,,,,0.1862,15000.0,,0,,,,,0,,0.9836,,,,1,2,,,,,,,,,,,,,,,,-440.0,,,-7886.0,0.018634,,,0.3333333333333333,,,,,0,,,,,,,,,,,135000.0,1,0.15,-578,,,,-659.0,,,6750.0,-7917,0.05,,0.1973551858693924
0,,,0,,0.1667,,,,,,,,0,,,0.0,8.0,,,,,,,0.0,,,,,,,0.0642,90000.0,,1,,,,,1,,0.9771,,,,1,3,,,,,,,,,,,,,,,,0.0,,,-4489.0,0.002042,,,0.24539877300613497,,,,,1,,,,,,,,,,,733500.0,0,0.13145,-1997,,,,-395.0,,,23661.0,-9827,0.03225766871165644,0.5154953751603267,0.2197262099810679
1,,,1,,,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,,112500.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-2519.0,,,-5972.0,0.018634,,,0.21094910220062105,,,,,0,,,,,,,,,,,405000.0,1,0.2432,-4193,,,,-4048.0,,,27360.0,-12360,0.05130282165519104,0.6512602186973006,0.5570077120596583
0,,,0,,0.125,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,0.0438,108000.0,,1,,,,,0,,0.9727,,,,0,2,,,,,,,,,,,,,,,,-669.0,,,-11761.0,0.009334,,,0.2959747434885556,,,,,0,,,,,,,,,,,315000.0,1,0.217125,-4820,,,,,,,23449.5,-23338,0.06426351617995264,0.2970866116472028,0.6727124369201232
0,,,0,,0.125,,,,,,,,0,,,2.0,3.0,,,,,,,1.0,,,,,,,0.0657,90000.0,,1,,,,,0,,0.9767,,,,1,2,,,,,,,,,,,,,,,,-1785.0,,,-10329.0,0.022625,,,0.13333333333333333,,,,,0,,,,,,,,,,,1350000.0,1,0.206975,-4365,,,,-6587.0,,,37255.5,-21426,0.027596666666666665,0.7981372313187245,0.6786543428892718
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0777,30300.0,,1,,,,,0,,0.9757,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-5791.0,0.025164,,,0.35824495442131027,,,,,0,,,,,,,,,,,229500.0,1,0.1500990099009901,-202,,,,-2248.0,,,13644.0,-16665,0.05377221296066399,0.7032033049040319,0.4737194236938321
1,,,0,,,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,,37500.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-1589.0,,,-4002.0,0.010147,,,0.42470780103288935,,,,,1,,,,,,,,,,,234000.0,0,0.2484,-4983,,,,-188.0,,,27945.0,-13075,0.10549741777656972,0.470456116119975,0.467160382999986
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,67500.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-72.0,,,-89.0,0.022625,,,0.1340722202359671,,,,,0,,,,,,,,,,,900000.0,1,0.34563333333333335,-1576,,,,-719.0,,,46660.5,-9475,0.046339828387558096,0.1798217650897043,0.7437204049011215
0,,,0,,0.3333,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0451,101250.0,,1,,,,,0,,0.9901,,,,0,2,,,,,,,,,,,,,,,,-237.0,,,-6384.0,0.00702,,,0.29146210344961593,,,,,0,,,,,,,,,,,621000.0,1,0.146,-1506,,,,-1219.0,,,29565.0,-17979,0.042553467103643924,0.6430255641096323,0.4176829887475435
0,,,0,,,,,,,,,,0,,,0.0,2.0,,,,,,,0.0,,,,,,,,56250.0,,0,,,,,0,,,,,,1,3,,,,,,,,,,,,,,,,-630.0,,,-13783.0,0.006296,,,0.11172685019663926,,,,,0,,,,,,,,,,,900000.0,1,0.35612,-4855,,,,,,,40063.5,-21334,0.039788165892027175,0.5100895276257282,0.6266508811821695
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0568,135000.0,,0,,,,,1,,0.9786,,,,0,3,,,,,,,,,,,,,,,,-331.0,,,-2883.0,0.020713,,,1.1259993244004054,,,,,0,,,,,,,,,,,103500.0,0,0.10633333333333334,-2087,,,,-1339.0,,,14355.0,-9408,0.11973126149457644,0.3979463219016906,0.2938832026667826
0,,,0,,0.1667,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,0.0789,112500.0,,1,,,,,0,,0.9771,,,,1,1,,,,,,,,,,,,,,,,-837.0,,,-241.0,0.04622,,,0.1779327769968506,,,,,0,,,,,,,,,,,1035000.0,1,0.18632,-591,,,,-1332.0,,,41922.0,-17066,0.0331524350100532,0.4848514754962666,0.1678258387397488
0,,,0,,0.3333,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0707,166500.0,,0,,,,,0,,0.9836,,,,0,2,,,,,,,,,,,,,,,,-849.0,,,-963.0,0.010032,,,0.74,,,,,0,,,,,,,,,,,225000.0,0,0.14189189189189189,-4588,,,,-5494.0,,,23625.0,-12521,0.105,0.5495965024956946,0.3914255286311184
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,22500.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-1820.0,,,-1585.0,0.018634,,,0.2877532228360958,,,,,0,,,,,,,,,,,135000.0,1,0.3678,-2923,,,,,,,16551.0,-20688,0.10583563535911603,0.1614630800057724,0.4147075427307982
1,,,0,,,,,,,,,,0,,,1.0,1.0,,,,,,,0.0,,,,,,,,90000.0,,0,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,-1949.0,,,-3875.0,0.009175,,,0.4093327875562833,,,,,1,,,,,,,,,,,315000.0,0,0.117525,-2866,,,,-382.0,,,21154.5,-11455,0.04810683585755219,0.4884551844437485,0.6758629513344039
0,,,0,,,,,,,,,,0,,,,3.0,,,,,,,0.0,,,,,,,,67500.0,,1,,,,,0,,,,,,0,3,,,,,,,,,,,,,,,,-1367.0,,,-3800.0,0.002134,,,0.37051674735698054,,,,,0,,,,,,,,,,,130500.0,1,0.1432,-656,,,,-6056.0,,,9666.0,-17126,0.05305799822151961,,0.4933982573286712
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,112500.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-1599.0,,,-6148.0,0.007114,,,0.5686988171064604,,,,,0,,,,,,,,,,,180000.0,1,0.12236,-3016,,,,,,,13765.5,-19481,0.0695859872611465,0.5082869913916046,0.2650475600360688
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.1415,75000.0,,1,,,,,0,,0.9796,,,,1,2,,,,,,,,,,,,,,,,-618.0,,,-2223.0,0.009175,,,0.3647132624330751,,,,,1,,,,,,,,,,,558000.0,0,0.2172,-4288,,,,-439.0,,,48870.0,-11653,0.07921572060046392,0.4992720153045617,0.2858978721410488
0,,,0,,0.1667,,,,,,,,1,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0677,270000.0,,0,,,,,0,,0.9811,,,,0,1,,,,,,,,,,,,,,,,-1661.0,,,-5989.0,0.04622,,,1.0,,,,,1,,,,,,,,,,,270000.0,0,0.05,-3610,,,,-1324.0,,,13500.0,-11612,0.05,0.2735646775174348,0.7231907307716998
0,,,0,,0.1667,,,,,,,,0,,,0.0,6.0,,,,,0.0,,0.0,,,,,,,0.0546,65250.0,,1,,,0.0,,0,,0.9826,,,,1,2,1.0,5.0,,0.0,5.0,,,,,,,5.0,-1561.0,,,-1857.0,,0.0,-7506.0,0.018634,,,0.17280419497080204,,,8272.485,,0,,,,,,,,,,8272.485,675000.0,1,0.24617241379310345,-5120,0.0,,8272.485,-5717.0,8272.485,,32125.5,-13710,0.042539625789536406,0.6446794549585961,0.6718934309216112
0,,,0,,0.3333,,,,,,,,0,,,2.0,5.0,,,,,,,0.0,,,,,,,0.0986,146250.0,,1,,,,,0,,0.9846,,,,1,2,,,,,,,,,,,,,,,,-786.0,,,-4609.0,0.018801,,,0.5651780745687257,,,,,0,,,,,,,,,,,432000.0,1,0.09643076923076924,-906,,,,-316.0,,,28206.0,-8232,0.05450055648302727,0.1034490521267516,0.6120158169940009
0,,,1,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0563,146250.0,,1,,,,,0,,0.9737,,,,0,2,,,,,,,,,,,,,,,,0.0,,,-6960.0,0.0096569999999999,,,0.5308722639660242,,,,,0,,,,,,,,,,,450000.0,0,0.14926153846153847,-2618,,,,-762.0,,,43659.0,-19402,0.07923881084612872,0.4258928980051529,0.7048158809055612
0,,,0,,,,,,,,,,0,,,0.0,0.0,,,,,,,0.0,,,,,,,,120000.0,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,-966.0,,,-7197.0,0.04622,,,1.4134275618374559,,,,,1,,,,,,,,,,,225000.0,0,0.0703375,-4348,,,,-501.0,,,25321.5,-13108,0.09941696113074205,0.6738300778602003,0.5732521688828645
1,,,0,,,,,,,,,,0,,,,8.0,,,,,,,0.0,,,,,,,,27000.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-670.0,,,-3169.0,0.00496,,,0.06666666666666667,,,,,0,,,,,,,,,,,810000.0,1,0.8015833333333333,-3200,,,,-715.0,,,43285.5,-19652,0.05343888888888889,,0.7250734940089153
0,,,0,,,,,,,,,,0,,,1.0,4.0,,,,,,,0.0,,,,,,,,123750.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-1594.0,,,-5053.0,0.030755,,,0.31652854511970535,,,,,0,,,,,,,,,,,675000.0,1,0.10492727272727273,-2770,,,,-374.0,,,25969.5,-19312,0.033212476979742174,0.5762088360175724,0.68403346670012
0,,,0,,,,,,,,,,0,,,,0.0,,,,,,,0.0,,,,,,,,38250.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-418.0,,,-2259.0,0.014464,,,0.059378274537198746,,,,,0,,,,,,,,,,,1125000.0,1,0.4924117647058823,-2531,,,,,,,37669.5,-21086,0.02923856095005239,,0.0705301531084714
0,,,0,,0.1667,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,0.066,45000.0,,1,,,,,0,,0.9856,,,,1,2,,,,,,,,,,,,,,,,-1269.0,,,-1897.0,0.002506,,,0.4128137384412153,,,,,0,,,,,,,,,,,360000.0,0,0.112925,-1833,,,,-207.0,,,20326.5,-15481,0.04661699141347424,0.0005272652387098,0.7157452918824071
0,,,0,,0.1667,,,,,,,,0,,,0.0,2.0,,,,,,,0.0,,,,,,,0.0714,60000.0,,1,,,,,1,,0.9826,,,,1,2,,,,,,,,,,,,,,,,-737.0,,,-847.0,0.018634,,,0.3437755145889734,,,,,0,,,,,,,,,,,468000.0,0,0.14065,-1211,,,,-1181.0,,,25317.0,-14594,0.04835202612693911,0.5478104658520093,0.6554959334572515
0,,,0,,,,,,,,,,0,,,0.0,4.0,,,,,,,1.0,,,,,,,,30000.0,,0,,,,,1,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-2303.0,0.025164,,,0.16400298485432435,,,,,0,,,,,,,,,,,490500.0,1,0.25975,-2245,,,,-1201.0,,,23377.5,-14194,0.04259977531591075,0.5549467685334323,0.1604053214783667
0,,,0,,,,,,,,,,1,,,0.0,0.0,,,,,,,0.0,,,,,,,,27000.0,,0,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-8131.0,0.018634,,,0.5142857142857142,,,,,0,,,,,,,,,,,157500.0,1,0.09722222222222222,-1863,,,,-3672.0,,,7875.0,-18333,0.05,0.2327247762679433,0.6062575803301021
1,,,0,,0.1667,,,,,,,,1,,,0.0,6.0,,,,,15737.94,,0.0,,,,,,,0.0602,56250.0,,0,,,30.0,,0,,0.993,,,,1,2,2.8593241129661767e-06,0.0,,15737.94,0.0,,,,,,,0.0,-2293.0,,,-1393.0,,15737.94,-6644.0,0.0060079999999999,,,0.20833333333333334,,,0.045,,0,,,,,,,,,,0.045,540000.0,1,0.24,-2566,30.0,,0.045,-11916.0,15737.985,,27000.0,-19045,0.05,0.5884877883422673,0.7047612832459343
0,,,1,,,,,,,,,,0,,,,14.0,,,,,,,0.0,,,,,,,,135000.0,,0,,,,,1,,,,,,0,2,,,,,,,,,,,,,,,,0.0,,,-1143.0,0.028663,,,0.4166666666666667,,,,,0,,,,,,,,,,,324000.0,0,0.2201,-4465,,,,-247.0,,,29713.5,-15685,0.09170833333333334,,0.6111846903193855
0,,,0,,0.1667,,,,,,,,0,,,0.0,2.0,,,,,,,0.0,,,,,,,0.0698,67500.0,,1,,,,,0,,0.9856,,,,1,2,,,,,,,,,,,,,,,,-22.0,,,-8295.0,0.028663,,,0.1669449081803005,,,,,0,,,,,,,,,,,675000.0,0,0.1942,-4455,,,,-6433.0,,,26217.0,-14196,0.032420701168614355,0.746300213050371,0.6419528359797261
0,,,0,,0.0417,,,,,,,,1,,,0.0,0.0,,,,,,,0.0,,,,,,,0.0267,112500.0,,0,,,,,0,,0.9821,,,,1,1,,,,,,,,,,,,,,,,-1530.0,,,-4130.0,0.04622,,,0.5,,,,,1,,,,,,,,,,,675000.0,0,0.1,-263,,,,-4332.0,,,33750.0,-12232,0.05,0.3791004853998145,0.0316710199379322
0,,0.0,0,0.0,0.1667,,1.0,0.0,,,,0.0,0,0.0,,0.0,3.0,0.0,1.0,,,,0.0,0.0,-148.0,,0.0,,1.0,0.0,0.0595,112500.0,0.0,0,,0.0,,,0,,0.9762,,,,1,1,,,,,,0.0,0.0,,,,,,,,,-1676.0,-148.0,,-646.0,0.032561,,,0.42735773261081383,,,,,0,-148.0,,0.0,,,,,,,,454500.0,0,0.14372,-1366,,,,-94.0,,,32337.0,-15589,0.06141985333082617,0.11911906455945,0.6835417282546877
0,,,0,,,,,,,,,,0,,,0.0,1.0,,,,,,,0.0,,,,,,,,135000.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-31.0,,,-12450.0,0.019101,,,0.1836749687752553,,,,,0,,,,,,,,,,,526500.0,1,0.1766,-732,,,,-1434.0,,,23841.0,-18673,0.032436999485710084,0.6738300778602003,0.2677312983043717
0,,,0,,0.1667,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,0.0604,112500.0,,1,,,,,0,,0.9747,,,,0,3,,,,,,,,,,,,,,,,-1038.0,,,-1696.0,0.020246,,,0.22727272727272727,,,,,0,,,,,,,,,,,495000.0,1,0.14308,-3961,,,,-1540.0,,,16096.5,-13877,0.03251818181818182,0.5620604831738043,0.1665804472095571
0,,,0,,,,,,,,,,1,,,0.0,0.0,,,,,,,0.0,,,,,,,,112500.0,,0,,,,,0,,,,,,0,1,,,,,,,,,,,,,,,,-653.0,,,-9166.0,0.04622,,,1.25,,,,,0,,,,,,,,,,,180000.0,1,0.04,-547,,,,-1450.0,,,9000.0,-9166,0.05,0.3791004853998145,0.7651057865385212
0,,,0,,0.1667,,,,,,,,0,,,0.0,0.0,,,,,0.0,,0.0,,,,,,,0.0713,135000.0,,1,,,0.0,,1,,0.9588,,,,1,2,1.0,0.0,,0.0,0.0,,,,,,,0.0,-806.0,,,0.0,,0.0,-3087.0,0.008019,,,0.16997167138810199,,,108.18,,0,,,,,,,,,,108.18,1588500.0,1,0.2428,-1433,0.0,,108.18,-1994.0,108.18,,65556.0,-17885,0.04126912181303116,0.5638350489514956,0.4921903249169826
0,,,0,,,,,,,,,,0,,,0.0,2.0,,,,,,,0.0,,,,,,,,63000.0,,1,,,,,0,,,,,,0,2,,,,,,,,,,,,,,,,-1024.0,,,-1539.0,0.031329,,,0.3184713375796178,,,,,1,,,,,,,,,,,180000.0,1,0.24657142857142858,-1931,,,,-1071.0,,,15534.0,-9343,0.07852593266606006,0.4311917977993083,0.5714055600519862
0,,,0,,,,,,,,,,0,,,0.0,5.0,,,,,,,0.0,,,,,,,,67500.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,0.0,,,-1143.0,0.025164,,,0.272975432211101,,,,,0,,,,,,,,,,,450000.0,1,0.3369666666666667,-1647,,,,-307.0,,,45490.5,-18096,0.09198362147406733,0.6263042766749393,0.3197106285761425
1,,,0,,,,,,,,,,0,,,3.0,5.0,,,,,,,0.0,,,,,,,,75000.0,,1,,,,,0,,,,,,1,2,,,,,,,,,,,,,,,,-541.0,,,-8064.0,0.006207,,,0.42735773261081383,,,,,0,,,,,,,,,,,454500.0,0,0.08462,-1721,,,,-1312.0,,,19039.5,-18176,0.03616301133352707,0.656158373001177,0.6501433131614156
0,,,0,,0.3333,,,,,,,,0,,,1.0,0.0,,,,,,,0.0,,,,,,,0.0771,315000.0,,1,,,,,0,,0.9851,,,,0,2,,,,,,,,,,,,,,,,-2933.0,,,-321.0,0.010147,,,0.39831569363832936,,,,,1,,,,,,,,,,,675000.0,1,0.19877142857142857,-2175,,,,-1212.0,,,62613.0,-15519,0.0791737794469102,0.4596904504249018,0.2016822473322028
